time_utc,latitude,longitude,wind_sfc_speed_ms,wind_sfc_dir_deg,wind_500_speed_ms,wind_500_dir_deg,temp_2m_C,temp_500_C,rh_2m_pct,pressure_sfc_hPa,precipitable_water_mm,cloud_cover_frac,cloud_top_temp_C,CAPE_Jkg,Lifted_Index_C,K_index,shear_850_500_ms,thunder_label
2019-05-02 22:00:00,26.506028671969396,-99.02866693881408,11.52,108.1,16.57,252.7,17.92,-23.25,24.0,1013.9,33.46,0.319,12.21,288.9,-2.87,18.52,11.93,1
2019-09-17 23:00:00,32.51704930363958,-87.92546564929738,6.96,340.7,30.15,325.6,18.01,-3.49,67.3,1025.5,12.22,0.12,-13.29,134.7,-0.82,16.1,8.62,0
2019-11-20 01:00:00,41.410892954919746,-83.99178275012643,7.03,94.7,13.78,350.0,11.21,-6.16,96.7,1010.9,30.69,0.818,-43.83,13.5,4.38,15.89,3.08,1
2019-11-17 06:00:00,25.142841635364903,-88.30016502596163,3.27,242.3,8.78,104.5,23.88,-25.38,71.6,1000.1,28.9,0.674,-53.59,1130.4,-10.23,24.46,8.55,1
2019-05-17 16:00:00,34.134611857716806,-80.05956390876605,6.94,64.1,11.92,344.2,11.43,-20.43,5.4,1004.4,40.11,0.505,-9.47,54.0,-0.5,9.97,7.35,0
2019-10-14 06:00:00,31.584612306827893,-90.88266999639134,5.96,33.6,30.04,179.7,10.67,-21.14,7.8,999.4,27.21,0.217,2.62,187.1,-2.32,7.32,19.15,0
2019-09-09 13:00:00,26.04963420199455,-85.02345072792025,8.77,122.2,24.19,110.2,1.85,-0.44,100.0,1006.1,14.55,0.185,8.67,75.2,1.43,11.24,19.33,0
2019-10-29 01:00:00,34.00472573345235,-86.65573416516185,9.83,224.7,31.91,355.8,14.8,-30.41,44.6,1001.6,40.86,0.531,-15.38,664.3,-6.61,18.86,22.55,1
2019-05-17 06:00:00,30.094974146734376,-80.17136616883823,6.09,89.3,26.1,316.0,21.03,-21.14,71.9,1018.5,21.76,0.096,-16.05,869.4,-9.26,21.66,18.73,1
2019-10-08 13:00:00,32.03769668694013,-85.7356198984579,7.15,108.1,13.58,249.3,22.02,-14.21,27.5,1019.9,20.05,0.104,-7.62,277.6,-2.35,15.54,3.06,1
2019-11-01 14:00:00,39.11230609568586,-96.7193853708122,0.33,255.1,35.13,322.2,18.43,-29.44,45.8,1028.1,26.45,0.151,-14.73,702.0,-0.45,19.71,18.02,1
2019-05-27 04:00:00,35.43101967821934,-80.88964587165518,0.71,37.0,15.65,245.3,15.31,-14.18,83.9,1012.5,39.47,0.605,-58.83,430.6,-2.01,20.69,0.63,1
2019-10-24 08:00:00,27.492948579856268,-86.64445547108477,9.28,160.9,13.91,158.5,17.16,-25.44,67.1,1012.3,37.71,0.399,-23.36,777.8,-7.32,20.79,1.75,1
2019-08-31 02:00:00,44.22829080847278,-98.8132353838722,1.48,339.0,22.54,341.3,15.28,-23.38,48.7,1016.5,31.87,0.444,-7.37,475.6,-5.61,15.51,1.3,1
2019-07-03 09:00:00,37.718215314194765,-86.84863388430776,6.98,142.9,23.84,346.8,34.38,-20.2,80.0,1007.4,35.65,0.427,-9.52,1404.6,-9.23,31.5,5.56,1
2019-06-04 10:00:00,40.31736851325063,-82.3376118665045,5.48,156.3,27.2,113.1,11.4,-16.81,58.6,1001.7,29.99,0.495,-30.2,268.7,-0.19,16.52,7.68,1
2019-11-17 22:00:00,26.584263000167418,-88.4591627601995,9.69,265.8,17.81,127.6,14.57,-20.64,85.0,1004.0,13.9,0.449,-12.3,692.1,-3.99,22.43,9.64,1
2019-07-02 12:00:00,25.94116758920038,-92.91960723935978,5.89,280.4,31.78,137.8,20.0,-14.05,49.3,1019.1,36.35,0.767,-54.38,364.1,0.65,15.68,18.85,1
2019-09-15 06:00:00,25.388961007361623,-83.58180731858768,11.41,277.1,15.29,296.0,12.33,-2.54,67.4,1022.2,1.0,0.447,-2.22,45.8,-0.0,13.86,5.7,0
2019-08-09 19:00:00,28.775880555468888,-84.34975983588342,5.39,359.2,11.73,284.8,20.32,-6.33,100.0,1036.9,24.7,0.526,-14.53,349.2,-0.56,17.42,3.29,0
2019-06-08 22:00:00,33.288167954369904,-89.11635691537398,9.44,25.7,4.83,353.9,8.53,0.14,63.9,1002.7,25.55,0.237,-4.62,34.0,-1.81,13.59,2.14,1
2019-09-04 18:00:00,43.716522668056456,-96.91276460208199,1.51,353.6,18.63,167.5,20.87,-15.75,77.3,1002.3,51.02,0.159,-23.85,685.5,-1.11,19.56,9.8,1
2019-11-04 09:00:00,34.14119318531553,-94.98027028953638,0.91,342.1,27.17,265.2,16.89,-15.71,16.3,994.0,13.3,0.503,-1.61,122.7,-1.27,12.43,8.46,0
2019-07-01 02:00:00,30.805102107450587,-85.23032055627789,5.92,306.8,26.21,308.4,14.78,-12.92,63.7,1014.6,36.98,0.247,-11.78,276.6,0.4,17.41,12.6,1
2019-09-26 09:00:00,36.238705070393266,-83.87835669210145,1.8,163.5,22.95,79.6,17.96,-30.33,65.1,1018.4,27.58,0.41,-3.02,921.7,-12.0,20.0,12.95,1
2019-05-26 14:00:00,27.238691562695784,-94.41469443918021,5.82,313.5,16.64,223.4,16.21,-4.66,29.7,1006.7,20.89,0.168,-6.64,38.8,4.84,10.55,5.29,0
2019-06-19 06:00:00,37.190117820099665,-92.64029845626426,4.76,79.5,30.37,197.2,17.18,-18.75,53.2,997.7,2.52,0.451,-2.54,492.8,-5.75,17.06,13.53,1
2019-09-12 07:00:00,36.36863908661007,-98.4473622950041,7.82,285.0,21.05,267.4,25.37,-15.44,52.7,1033.0,27.55,0.401,9.27,563.0,-4.15,20.32,10.94,1
2019-08-20 03:00:00,40.8398606681142,-85.73076103267,2.81,66.7,23.54,250.4,32.59,-10.73,32.2,1016.6,27.73,0.163,8.15,388.3,1.39,23.36,8.69,1
2019-05-06 10:00:00,44.73375223234048,-99.92844910799937,7.27,293.5,11.01,292.6,1.07,-22.72,47.3,1000.7,21.95,0.577,-23.43,148.9,3.05,11.34,14.74,1
2019-09-02 07:00:00,30.01746943432221,-99.06916957561864,8.59,221.2,5.49,112.0,18.38,-22.41,100.0,1009.4,44.73,0.547,-13.38,1054.6,-8.51,26.79,7.69,1
2019-10-26 06:00:00,35.19312901607521,-99.9131186443182,5.38,35.3,27.29,77.9,11.02,-11.1,60.6,1035.9,38.66,0.493,4.12,83.8,-2.19,18.24,22.04,0
2019-11-02 19:00:00,43.17730812638007,-87.09360833324766,7.43,322.3,40.53,289.9,17.61,-10.64,67.8,1022.5,22.94,0.42,-18.31,348.5,-3.47,18.3,23.0,1
2019-05-02 14:00:00,40.70379768845683,-91.65225744598906,3.06,208.1,23.94,129.8,22.82,7.88,100.0,1009.7,38.29,0.786,-53.54,2.7,4.03,22.85,14.63,0
2019-10-12 23:00:00,34.748126062016155,-94.0490647731334,4.85,236.2,27.33,103.5,36.71,-12.56,5.0,1003.4,40.65,0.298,-8.64,182.4,-2.15,21.25,25.25,0
2019-09-27 11:00:00,43.907432992295554,-81.7459797928578,1.97,102.1,27.16,121.3,17.74,-9.65,100.0,1026.6,17.13,0.751,-40.59,378.6,1.34,18.58,24.42,1
2019-06-08 08:00:00,26.14473387033619,-96.14394410646787,13.02,313.8,20.98,23.9,20.91,8.25,78.6,998.7,12.66,0.237,-8.52,9.7,0.58,13.93,7.42,0
2019-08-24 09:00:00,43.619972394251675,-92.21263979237199,9.69,196.3,7.97,278.3,13.6,-11.54,29.2,1018.0,10.46,0.133,-16.62,134.6,4.33,9.18,10.57,0
2019-10-19 07:00:00,26.010147847656132,-81.19376398144496,10.98,151.6,26.27,257.5,13.24,-10.67,29.0,1017.8,37.17,0.104,-12.62,61.8,-1.14,10.53,11.25,1
2019-05-21 12:00:00,35.946094882293686,-91.45786874325916,9.64,192.3,32.63,199.0,12.9,-44.13,79.9,1024.0,20.94,0.832,-25.34,1486.4,-12.0,23.0,15.74,1
2019-06-17 03:00:00,42.80881896002171,-88.90612628705884,4.01,253.2,24.76,257.8,14.98,-18.87,79.4,1018.6,16.37,0.75,-23.26,553.3,1.79,15.36,8.69,1
2019-09-24 17:00:00,30.254418871226058,-98.39326266861025,1.4,250.2,18.76,134.3,16.68,-12.96,70.9,1019.2,36.55,0.209,-8.64,378.7,-4.84,20.21,5.79,1
2019-05-13 22:00:00,34.444969978903174,-84.19667226213076,4.73,128.7,23.97,106.3,29.95,-22.62,36.3,1016.4,21.24,0.093,-16.18,665.0,-4.81,21.96,7.72,1
2019-05-31 18:00:00,31.486577582739333,-91.54482445823524,7.43,138.7,20.12,310.4,17.58,-12.87,65.9,1016.1,12.51,0.052,-13.78,351.9,-2.41,15.42,3.92,1
2019-09-13 01:00:00,44.04287834152703,-83.98969750803033,5.13,202.4,31.16,152.1,23.89,-7.81,43.9,1031.7,42.97,0.231,-21.09,276.8,-5.16,18.11,17.69,1
2019-05-23 17:00:00,41.47291189506181,-94.92404714888016,0.7,332.8,22.43,70.5,22.06,-5.76,53.2,1013.2,37.7,0.189,-12.87,253.5,-1.66,20.15,4.27,0
2019-08-11 13:00:00,39.18003022652759,-91.5504249887718,8.24,268.4,26.52,269.7,26.67,-16.09,35.3,1021.7,17.35,0.558,-2.28,416.7,-0.02,20.94,10.0,1
2019-10-29 02:00:00,36.752539732302175,-84.26902127269979,1.21,140.5,29.82,120.9,6.69,-30.58,43.1,1009.0,15.85,0.868,-62.11,380.2,-5.25,10.14,15.46,1
2019-11-19 06:00:00,41.41183578648296,-80.5224446591272,4.73,121.3,26.56,76.3,22.4,-14.14,7.4,1002.7,22.89,0.676,-63.71,155.9,-1.59,12.44,20.18,1
2019-07-15 04:00:00,32.845340830470946,-98.80748951225462,11.23,188.5,21.3,9.8,21.61,-19.2,97.6,1008.2,32.9,0.218,-9.94,1063.8,-9.56,24.7,15.26,1
2019-09-11 20:00:00,33.951037102121234,-83.7508764516219,6.15,313.2,8.72,349.4,19.3,-22.67,38.9,1010.5,38.67,0.162,-5.22,531.3,-3.3,20.35,2.5,1
2019-10-06 18:00:00,39.60003442161723,-93.98621864745779,9.23,3.1,24.32,168.2,27.53,-17.82,94.3,1002.5,12.02,0.5,-3.46,1256.3,-12.0,28.07,6.23,1
2019-06-03 21:00:00,32.15509526587429,-88.98513438217856,7.04,255.8,28.24,58.2,19.15,-18.47,48.6,998.1,5.48,0.101,-12.52,445.6,-4.36,13.74,9.78,0
2019-10-19 20:00:00,26.278018840967476,-94.19815470098504,2.97,106.0,7.97,272.8,26.15,-17.18,45.1,1025.0,22.52,0.481,-27.58,527.6,-2.25,23.11,2.53,1
2019-07-24 16:00:00,26.48669217772143,-87.7310905486402,8.19,75.0,24.16,319.6,21.19,-19.57,7.8,1007.0,12.08,0.729,-27.29,106.4,4.91,16.45,9.2,0
2019-11-07 12:00:00,27.30725602611408,-92.92394338712049,5.81,4.4,20.89,190.1,21.73,-0.62,100.0,1010.2,21.71,0.161,10.63,135.9,5.65,25.3,10.21,0
2019-10-31 21:00:00,42.39362646687326,-93.32770218044637,1.54,322.8,2.69,10.2,22.21,-12.34,86.2,1007.3,17.77,0.64,-36.09,655.6,-3.29,21.77,3.37,1
2019-05-11 04:00:00,34.44452851512409,-99.24123374128129,1.04,328.4,23.47,131.5,18.6,-12.3,36.3,989.9,5.44,0.155,-17.64,198.6,-0.92,13.97,8.66,0
2019-11-18 19:00:00,39.25764738689473,-97.06079188192376,7.15,22.1,31.86,87.5,30.95,-10.84,83.0,1029.4,45.37,0.121,10.19,934.8,-6.49,27.4,23.81,1
2019-11-16 16:00:00,32.85818671209786,-81.65843602269042,12.42,187.9,21.04,229.1,27.53,-28.74,86.8,1003.8,26.52,0.177,-18.55,1595.0,-12.0,27.31,17.23,1
2019-05-12 07:00:00,30.174218948312692,-80.03445142253507,2.77,54.9,4.18,186.8,19.58,-4.86,65.1,1023.1,35.47,0.541,-29.57,190.1,1.42,15.33,8.68,0
2019-09-24 07:00:00,31.94384335124424,-84.38958848260788,3.13,273.1,23.67,128.1,21.2,17.52,64.3,1003.1,1.0,0.348,-6.61,12.5,-2.01,16.55,6.32,1
2019-07-13 19:00:00,40.88364690634367,-94.26374750453026,7.19,239.5,29.58,233.5,23.37,-24.62,59.7,1015.3,16.14,0.113,-8.55,903.7,-7.62,24.57,16.89,1
2019-06-22 14:00:00,37.50432250062876,-91.95109723112814,2.06,107.0,13.98,210.4,25.67,-21.75,40.4,1022.5,16.87,0.246,-19.19,660.5,-1.42,18.67,3.76,1
2019-08-10 00:00:00,43.75279559915804,-85.20993090187835,13.06,42.1,18.88,326.3,31.29,-20.49,50.0,1001.2,36.98,0.555,-9.62,800.9,-4.01,23.86,8.95,0
2019-10-29 17:00:00,38.594095571536684,-80.62972886233604,3.4,299.2,17.84,214.8,26.35,-12.01,35.8,1008.9,45.45,0.381,-14.97,370.5,-1.83,20.62,7.53,1
2019-06-08 08:00:00,36.40363263509388,-90.89057658541265,4.5,242.7,21.52,182.8,18.78,-16.36,85.8,1006.8,10.74,0.207,-8.76,689.9,-4.83,20.63,2.84,1
2019-09-20 22:00:00,37.20392017971669,-83.4095516942325,3.59,2.5,17.59,296.5,14.28,-20.15,100.0,1008.5,26.93,0.2,-12.64,738.0,-7.75,18.51,8.49,1
2019-11-01 19:00:00,43.847428789368294,-80.49862154802565,8.8,226.0,31.35,72.9,26.95,-9.14,69.1,1020.7,40.48,0.252,5.87,560.3,-3.92,25.35,19.63,1
2019-11-03 20:00:00,40.76401859733412,-82.53053657887992,12.49,291.7,31.14,87.7,22.02,-11.12,46.9,1026.9,16.8,0.863,-18.08,352.4,-9.15,19.03,24.87,1
2019-08-18 08:00:00,25.480824747328757,-95.45700506457347,3.89,212.7,15.72,282.1,13.12,-2.77,48.9,1009.4,15.71,0.432,5.89,24.3,0.54,14.49,9.08,1
2019-10-04 16:00:00,35.68279392271394,-99.83936272248754,8.6,152.9,31.34,159.2,25.97,-13.56,68.9,1015.7,31.2,0.424,-5.72,681.0,-5.39,22.81,21.53,1
2019-07-25 10:00:00,38.7667682309313,-90.1583658922317,2.08,210.2,7.36,147.3,30.61,-15.41,74.0,999.9,5.8,0.549,-24.4,964.9,-8.68,26.35,5.58,1
2019-09-23 20:00:00,39.973969568783104,-89.37278336609467,8.88,223.1,14.06,319.3,20.05,-19.34,63.6,1037.7,1.0,0.457,-21.16,733.7,-6.86,19.24,10.13,1
2019-06-18 13:00:00,29.262842386278734,-95.9749927089766,11.28,230.4,25.54,219.6,30.97,-12.65,42.0,1018.0,1.0,0.361,15.26,517.0,-5.84,20.9,18.34,1
2019-05-16 15:00:00,42.34354708902704,-94.30651216106365,10.36,348.1,21.26,289.0,25.36,-25.42,89.3,1021.4,33.24,0.513,-42.28,1429.9,-12.0,29.22,14.19,1
2019-07-24 17:00:00,44.11686294350328,-84.69693678302906,6.4,64.3,21.72,291.5,11.89,-4.12,63.1,1008.2,41.42,0.265,-10.58,5.9,2.39,13.57,16.39,0
2019-05-07 01:00:00,29.734306116897393,-90.59305482573733,2.9,224.3,23.59,43.2,22.96,-8.74,71.5,1023.7,25.09,0.193,-31.28,457.6,0.14,19.06,9.37,0
2019-10-30 20:00:00,42.65230915034492,-93.65291832799487,6.0,67.7,16.69,235.3,7.6,-12.76,7.4,1014.4,37.13,0.219,-3.9,2.4,-1.23,8.54,12.81,1
2019-05-18 23:00:00,26.93957525032191,-87.5474794527616,5.07,75.6,30.59,342.9,22.48,-19.03,54.6,1022.6,1.0,0.332,-21.61,608.6,-8.8,17.1,21.81,1
2019-05-30 08:00:00,26.114136722304902,-86.94480488047749,4.66,240.9,26.13,172.8,12.83,1.38,77.8,1003.8,32.16,0.597,-9.2,11.3,4.72,12.04,23.45,0
2019-08-18 16:00:00,27.584476002054988,-84.61208446318396,6.62,329.7,19.76,263.6,21.35,-20.48,29.1,1014.8,26.73,0.495,-6.4,334.1,-3.47,18.04,11.98,0
2019-11-04 06:00:00,26.15482158934072,-96.86581408474161,5.8,57.3,28.0,204.0,24.74,-23.5,16.3,992.7,14.57,0.873,-22.24,269.7,-8.05,22.12,23.82,0
2019-06-10 03:00:00,41.90024474311552,-85.1696549534602,8.12,346.5,24.24,73.7,15.88,-18.09,88.3,1019.2,29.37,0.023,-10.57,634.4,-9.04,19.59,8.05,1
2019-08-02 02:00:00,26.181002889165438,-88.01143215779163,8.14,115.0,18.65,70.3,31.83,-6.73,63.1,1018.6,46.52,0.084,-22.82,597.5,-5.29,19.85,8.65,1
2019-07-25 01:00:00,30.433283827273108,-98.84856269394406,5.81,140.9,18.31,156.2,13.55,-0.67,65.0,994.5,35.96,0.33,0.04,50.2,4.26,14.87,7.66,0
2019-07-16 04:00:00,27.075126870717128,-84.45108743493178,7.3,55.3,11.4,173.9,5.03,-4.4,70.1,1001.7,17.71,0.108,3.94,31.2,1.75,12.59,1.11,1
2019-07-27 20:00:00,30.9084407262753,-92.3383943733363,9.96,221.7,15.7,181.1,19.8,-28.09,66.5,1004.8,17.76,0.647,-46.43,966.5,-9.41,19.81,4.31,1
2019-10-17 12:00:00,26.81118935201841,-93.39238131340724,4.41,214.7,19.12,343.8,29.56,-15.59,5.0,1017.9,30.05,0.195,-2.92,82.1,-0.98,20.84,10.66,1
2019-06-09 02:00:00,38.36006501486028,-91.03849696836731,6.05,159.2,21.27,36.1,19.85,-19.81,49.8,984.8,32.14,0.345,-3.73,501.8,-6.65,22.36,6.94,1
2019-11-17 05:00:00,27.666536326851503,-93.07649845387742,2.91,171.4,13.31,137.0,15.85,-11.03,56.4,1032.5,15.46,0.239,-6.91,205.5,2.39,13.57,3.2,1
2019-06-03 14:00:00,42.03691851677776,-93.23428815580182,7.44,224.3,20.92,185.2,8.46,-17.92,64.0,1005.6,46.42,0.139,-12.86,398.8,-2.88,12.58,1.05,1
2019-06-30 23:00:00,41.34382101453282,-83.83844664598749,6.6,210.1,16.26,346.7,16.0,-7.25,60.7,1042.9,24.31,0.504,-1.67,142.4,6.14,15.03,5.21,0
2019-09-20 07:00:00,25.27323370941219,-97.50989491268615,7.38,134.7,14.89,181.6,12.01,-19.55,49.2,1013.1,38.67,0.691,-55.79,288.8,3.6,13.09,14.62,1
2019-05-01 10:00:00,42.91452711030229,-80.58799864285083,3.03,318.3,24.74,279.1,21.71,-23.44,82.0,989.4,20.95,0.318,-17.57,1072.6,-3.51,24.3,16.14,1
2019-07-17 20:00:00,25.57888633486734,-88.90136711251313,8.3,240.4,21.98,269.7,22.3,-1.92,52.9,997.2,51.27,0.086,-1.74,115.9,0.64,17.78,13.59,1
2019-11-19 19:00:00,29.79291569915113,-96.34152003157374,6.31,73.9,19.52,203.9,13.36,-15.32,64.6,1013.2,29.36,0.19,-7.35,294.5,1.87,19.42,3.1,0
2019-06-06 20:00:00,25.647782755519902,-97.37569034136627,9.09,115.2,24.68,47.1,17.72,-6.15,99.9,999.3,2.94,0.512,-38.15,268.0,-1.97,21.65,11.56,1
2019-09-26 12:00:00,31.716869740786322,-88.16980935730035,4.69,283.6,10.33,78.8,30.12,-26.52,24.0,1003.0,14.69,0.517,-12.21,538.7,-0.41,18.79,3.58,1
2019-06-27 21:00:00,35.27733051426543,-87.34001112306144,8.05,37.6,10.98,86.5,17.02,-24.53,5.0,988.3,30.63,0.743,-26.6,132.5,0.54,14.36,8.88,1
2019-09-19 17:00:00,40.93289738030276,-98.93948457940378,7.34,270.1,17.36,13.9,16.84,-27.68,68.6,1008.5,43.29,0.484,-4.65,872.9,-5.39,16.04,6.91,1
2019-10-28 01:00:00,31.75963100939672,-95.13996171742428,10.57,129.2,19.17,136.5,21.31,-22.74,74.7,1027.8,27.04,0.473,-13.32,922.0,-12.0,22.55,0.79,1
2019-06-04 08:00:00,39.10980049346233,-84.09076157557065,5.65,198.6,26.11,219.8,10.13,-21.77,100.0,1005.8,10.36,0.083,-22.43,606.4,-0.02,18.19,15.3,0
2019-08-03 09:00:00,28.750089142379608,-99.00750744512949,4.34,101.0,14.98,51.9,26.65,-22.64,60.8,1018.3,23.96,0.475,-7.23,954.5,-12.0,24.92,3.32,1
2019-06-09 00:00:00,40.01196913488253,-82.89822672187928,4.52,355.1,15.15,63.0,17.11,-15.39,55.6,1002.2,29.59,0.107,-15.86,386.5,-3.11,15.28,5.5,1
2019-08-25 16:00:00,29.71993211818475,-86.83675046947333,2.68,326.1,28.71,254.5,11.89,-25.0,46.8,1023.1,34.76,0.175,-10.19,425.8,-2.0,15.39,18.88,1
2019-08-15 09:00:00,27.87089511887536,-91.3115348127359,4.49,334.2,11.33,60.9,23.76,-22.57,87.1,1007.9,42.23,0.114,-0.88,1159.2,-12.0,26.02,1.9,1
2019-10-08 05:00:00,28.708177007481087,-93.07134302058168,1.02,66.5,28.13,48.7,16.59,-12.83,72.7,1015.5,40.06,0.495,-11.16,357.2,-8.1,17.04,7.39,1
2019-07-14 20:00:00,28.641262577637107,-99.61502072302213,10.11,303.0,20.07,352.0,13.87,4.61,80.5,1005.1,24.41,0.733,-43.18,11.3,2.88,15.01,1.44,1
2019-05-03 05:00:00,35.257257587539826,-83.49570108496314,11.8,192.7,13.77,5.3,20.51,-10.23,66.9,1009.6,5.32,0.212,-8.96,400.0,-0.17,17.13,8.47,0
2019-05-31 06:00:00,41.895951623762926,-97.14556292062923,5.56,254.8,11.23,117.1,27.36,-11.16,81.4,999.7,36.35,0.7,-44.27,792.1,-4.54,19.53,2.06,1
2019-08-23 00:00:00,26.592101539850113,-93.80916016275823,7.31,78.3,18.51,12.6,17.13,-17.68,95.1,1029.1,19.08,0.145,-15.47,711.4,-9.46,21.7,6.27,1
2019-09-10 02:00:00,39.13912636986845,-88.61786039274392,6.49,256.3,25.22,301.7,13.24,-34.81,74.9,1013.5,44.32,0.467,-8.54,1066.6,-6.03,20.82,6.5,1
2019-07-19 17:00:00,38.08692919305715,-95.08014799857492,2.06,329.1,19.89,210.1,4.28,-17.0,46.5,1005.0,32.89,0.763,-64.61,30.4,1.14,8.86,19.63,1
2019-07-06 12:00:00,42.45039903658724,-90.05719072495597,9.08,96.3,27.34,17.3,9.85,-25.22,35.8,1010.3,22.42,0.433,-0.44,278.0,0.24,11.58,16.8,0
2019-07-19 18:00:00,29.882951210138145,-83.81314342522595,9.53,84.0,27.11,221.5,16.62,-4.77,63.9,1017.2,50.41,0.374,-2.31,74.6,-1.59,16.01,12.52,1
2019-08-11 18:00:00,34.002197173700594,-90.5892413041945,2.88,37.6,26.44,44.3,10.85,0.72,97.8,1019.7,30.56,0.043,0.88,19.0,2.06,16.03,13.63,0
2019-08-23 01:00:00,43.516547488870344,-81.02045311760808,6.99,96.1,26.78,178.5,15.11,-24.1,65.2,1007.2,39.68,0.575,-31.28,661.0,-10.3,20.02,21.5,1
2019-06-05 09:00:00,38.19986900270634,-83.04998759247317,5.21,192.9,15.73,241.0,33.5,-15.21,18.5,1020.0,16.08,0.557,-14.59,287.5,-2.63,17.79,2.91,0
2019-07-27 21:00:00,32.77536825723194,-93.33921529273212,9.57,299.8,26.25,53.5,28.62,-28.6,100.0,1012.9,13.35,0.476,-36.21,1865.1,-12.0,29.2,21.04,1
2019-05-01 02:00:00,27.62824765710537,-92.00075750832124,5.75,100.4,37.05,178.9,14.27,-6.72,71.5,1004.8,1.0,0.343,-24.19,79.4,0.77,13.69,14.39,0
2019-10-25 07:00:00,30.24970015801182,-91.53346545954946,5.83,223.6,27.82,164.7,20.97,-2.52,57.7,1009.1,35.96,0.553,-7.0,216.4,-0.44,17.91,6.83,1
2019-10-17 13:00:00,36.62430954978767,-87.4764109415097,11.46,172.7,16.9,329.7,12.44,-9.3,55.8,1006.7,21.32,0.35,-14.88,61.3,4.15,13.49,2.39,0
2019-11-20 04:00:00,39.36335895121027,-94.26408541622921,2.14,103.9,15.36,358.5,30.93,-11.8,5.0,1031.8,52.93,0.698,-55.74,66.2,2.24,18.08,2.98,1
2019-06-07 04:00:00,27.48843773703787,-80.61501722354983,6.74,183.7,20.91,235.6,20.5,-15.44,39.3,1014.2,28.63,0.765,-34.83,385.9,-6.05,19.27,5.83,1
2019-07-24 14:00:00,36.99194520088108,-87.82631558792998,6.27,60.5,26.17,307.7,27.35,-10.06,38.9,1020.4,28.72,0.2,-29.41,351.1,5.76,17.64,0.21,0
2019-09-09 16:00:00,36.00702557677502,-92.01196682517732,4.19,230.2,21.43,232.9,14.49,-17.74,75.6,1025.0,41.55,0.371,-8.98,481.4,-2.84,18.94,11.48,1
2019-08-08 00:00:00,35.27910893381416,-87.09980369016866,12.12,41.6,11.14,315.5,31.21,-18.73,54.7,1013.9,22.62,0.502,-2.37,829.0,-7.71,20.93,3.46,1
2019-11-11 19:00:00,38.80246235364016,-92.09189978940584,7.01,263.2,26.06,156.0,16.92,-2.46,87.3,1022.4,19.16,0.622,-24.35,39.6,-0.52,16.11,10.56,1
2019-07-20 13:00:00,41.748991901669235,-83.64408638041162,8.02,64.0,27.51,218.9,7.64,-7.18,6.0,1013.3,10.79,0.242,4.91,23.9,3.23,8.25,7.75,0
2019-06-27 12:00:00,31.45979366353737,-88.64318078896558,8.44,359.3,12.98,304.3,18.79,-20.7,100.0,1012.0,25.75,0.868,-77.87,992.9,-8.22,21.06,0.4,1
2019-10-01 09:00:00,42.78024380221919,-99.16058993187866,5.04,296.5,27.69,330.5,15.19,3.05,91.1,1009.8,29.61,0.383,-15.17,12.1,6.65,14.85,20.03,0
2019-06-23 18:00:00,28.212672252371014,-96.46486265153078,9.73,123.8,20.97,8.9,27.04,-21.96,70.7,1008.4,18.75,0.298,-16.94,1149.0,-11.23,24.7,5.35,1
2019-07-08 08:00:00,28.460477395023286,-82.70012053940931,9.12,153.4,23.9,37.4,15.66,4.34,51.3,1018.3,41.93,0.532,-10.23,3.6,3.26,10.79,15.66,0
2019-08-20 18:00:00,30.335441272478477,-88.7420034728642,5.63,93.3,24.04,335.2,23.76,-28.0,79.7,1002.4,1.54,0.108,-5.54,1278.8,-11.54,22.95,4.71,1
2019-06-11 03:00:00,27.390617390941557,-80.9931304697219,8.81,276.2,22.3,204.7,15.22,-16.45,62.2,1001.4,34.46,0.668,-47.68,380.2,-5.98,14.42,4.71,1
2019-06-20 18:00:00,29.60638449365755,-98.55155374278631,9.72,137.1,16.81,356.5,14.08,-10.45,55.0,1021.9,12.38,0.064,-15.7,192.7,0.69,18.85,16.46,0
2019-11-26 00:00:00,27.128235258056893,-94.09478739828052,8.39,271.9,24.0,285.3,20.01,-11.52,78.7,1024.6,34.79,0.525,-16.12,574.7,-3.78,20.82,18.2,1
2019-06-26 11:00:00,41.435048339707805,-96.12913253520856,3.49,6.6,20.37,294.5,23.72,-13.17,81.7,1029.9,26.65,0.505,-9.52,690.3,-4.99,25.88,7.57,1
2019-10-25 17:00:00,27.779379837732492,-88.92319415542528,5.72,48.8,22.64,139.0,9.08,-2.27,68.9,1008.9,26.79,0.175,-10.7,128.6,1.64,11.77,11.03,0
2019-11-09 08:00:00,39.945951151197136,-92.34414337840181,7.43,131.4,17.82,92.7,26.46,-10.58,48.0,995.7,31.77,0.201,-7.55,540.1,-1.05,20.63,7.02,1
2019-10-20 07:00:00,25.958277358266674,-96.85452931847213,6.76,39.2,23.16,215.4,26.56,-9.85,57.0,994.1,34.48,0.612,-39.34,564.5,-6.82,22.83,16.75,1
2019-07-05 00:00:00,43.9704065502783,-87.14496172080906,3.76,216.4,20.0,316.5,17.87,-21.06,26.3,1026.3,21.59,0.494,-13.35,350.2,-3.36,15.2,5.22,1
2019-06-29 02:00:00,39.22320175055532,-89.27403268405627,5.14,18.3,11.98,261.3,18.67,-6.8,24.9,1021.7,29.41,0.419,-20.39,133.1,-1.88,9.21,7.8,1
